pole_rs111,pole_rs211_low,pole_rs211_high,pole_rs221,pole_rs222
6.171504601457831 + 2.204010505312428e-10im,NaN + NaN*im,6.946436768326712 + 0.12155945992622505im,NaN + NaN*im,NaN + NaN*im
6.163810584324454 + 1.66281914686941e-18im,NaN + NaN*im,7.078463963366788 + 0.28799132345560047im,NaN + NaN*im,NaN + NaN*im
6.159658583607546 + 5.990547502996158e-17im,NaN + NaN*im,7.121364025532303 + 0.4215512860662905im,NaN + NaN*im,NaN + NaN*im
6.1511237917662225 + 2.1595900241689296e-16im,NaN + NaN*im,7.002928755726885 + 0.11754323426285598im,NaN + NaN*im,NaN + NaN*im
6.140096668466285 + 1.014784563366401e-15im,NaN + NaN*im,7.168268469235098 + 0.29441204195023113im,NaN + NaN*im,NaN + NaN*im
6.169728724657008 + 2.820998679709571e-10im,NaN + NaN*im,7.042889045282911 + 0.23925872301037726im,NaN + NaN*im,NaN + NaN*im
6.1570404850593174 + 6.579104169133715e-17im,NaN + NaN*im,6.965144854383551 + 0.10663072451134803im,NaN + NaN*im,NaN + NaN*im
6.164411117479571 - 4.6199311689615387e-17im,NaN + NaN*im,7.023702248334015 + 0.18218759509607999im,NaN + NaN*im,NaN + NaN*im
6.1687458083291995 + 3.6028372931321364e-10im,NaN + NaN*im,7.049427264402808 + 0.24855302289344217im,NaN + NaN*im,NaN + NaN*im
6.145235631939347 + 5.10911400830938e-16im,NaN + NaN*im,7.13007629100315 + 0.25607444608478486im,NaN + NaN*im,NaN + NaN*im
6.164707495993168 - 7.109345842857202e-18im,NaN + NaN*im,6.933536571831029 + 0.10385969652649063im,NaN + NaN*im,NaN + NaN*im
6.163808569841111 - 6.554706011677369e-17im,NaN + NaN*im,7.0996077915300235 + 0.37526068297071435im,NaN + NaN*im,NaN + NaN*im
6.152631483892026 + 8.653340287938217e-17im,NaN + NaN*im,7.086620652214654 + 0.22422833468572143im,NaN + NaN*im,NaN + NaN*im
6.1526586400399585 + 2.6277141148434106e-16im,NaN + NaN*im,6.93334764856505 + 0.08325102472065866im,NaN + NaN*im,NaN + NaN*im
6.137901136262137 + 2.7396691560908084e-15im,NaN + NaN*im,7.06533959959476 + 0.12328542415450543im,NaN + NaN*im,NaN + NaN*im
6.161253901753341 + 9.781580315465126e-18im,NaN + NaN*im,6.934865024722178 + 0.09876735661693148im,NaN + NaN*im,NaN + NaN*im
6.179630673016294 + 2.351152530945253e-12im,NaN + NaN*im,7.033042586974119 + 0.2731356587141287im,NaN + NaN*im,NaN + NaN*im
6.169416351456624 + 3.87940266762767e-10im,NaN + NaN*im,6.969564484891249 + 0.1358973911509482im,NaN + NaN*im,NaN + NaN*im
6.166575443139456 + 6.830579048789202e-18im,NaN + NaN*im,6.9869122614675785 + 0.14562185140022313im,NaN + NaN*im,NaN + NaN*im
6.17713073672891 + 1.681853772109969e-11im,NaN + NaN*im,6.994898810494681 + 0.18120020522262004im,NaN + NaN*im,NaN + NaN*im
6.167916469000533 + 3.857052889366525e-10im,NaN + NaN*im,7.076471059199326 + 0.3256076133424488im,NaN + NaN*im,NaN + NaN*im
6.161935698783807 - 3.6210863842708406e-17im,NaN + NaN*im,7.0496760112691845 + 0.21345687330095833im,NaN + NaN*im,NaN + NaN*im
6.159885181154176 - 1.5193769710250076e-17im,NaN + NaN*im,6.925293745115975 + 0.09241774264189562im,NaN + NaN*im,NaN + NaN*im
6.157370652098285 + 9.361881321723938e-17im,NaN + NaN*im,7.018623310462135 + 0.1513263431741044im,NaN + NaN*im,NaN + NaN*im
6.152292553785845 + 1.5135701796684976e-16im,NaN + NaN*im,7.047874909307547 + 0.16536978860295326im,NaN + NaN*im,NaN + NaN*im
6.158529401043447 + 1.8103067322175643e-17im,NaN + NaN*im,7.017369396035693 + 0.15370293268952342im,NaN + NaN*im,NaN + NaN*im
6.163694891584721 + 3.1094624988639056e-17im,NaN + NaN*im,7.085368869663919 + 0.3088145254739118im,NaN + NaN*im,NaN + NaN*im
6.151025427477045 + 2.893137976914854e-16im,NaN + NaN*im,6.998985765645515 + 0.11426522466336822im,NaN + NaN*im,NaN + NaN*im
6.1753482439274805 + 3.60095071485569e-11im,NaN + NaN*im,7.040182934814744 + 0.2679726383789516im,NaN + NaN*im,NaN + NaN*im
6.175072096485339 + 5.26014379614715e-11im,NaN + NaN*im,6.968920863432637 + 0.1461948518854895im,NaN + NaN*im,NaN + NaN*im
6.178804395821868 + 5.149265894273295e-12im,NaN + NaN*im,7.012856239749772 + 0.21681714818438977im,NaN + NaN*im,NaN + NaN*im
6.173097462060172 + 1.2430442121029336e-10im,NaN + NaN*im,6.953068168640932 + 0.12861149926401974im,NaN + NaN*im,NaN + NaN*im
6.171351077020501 + 1.4826785264927678e-10im,NaN + NaN*im,7.067465130042703 + 0.33062603830304815im,NaN + NaN*im,NaN + NaN*im
6.152020057961514 + 1.117876686950732e-16im,NaN + NaN*im,7.141224125287302 + 0.3626256975877563im,NaN + NaN*im,NaN + NaN*im
6.173964668421501 + 8.054084978488928e-11im,NaN + NaN*im,6.987628861899722 + 0.16441605158050387im,NaN + NaN*im,NaN + NaN*im
6.164922365558845 - 3.392439435454648e-17im,NaN + NaN*im,6.980156676226085 + 0.13549085383868256im,NaN + NaN*im,NaN + NaN*im
6.1627416088617535 + 2.804749054893102e-17im,NaN + NaN*im,7.011801161511119 + 0.16129066919979565im,NaN + NaN*im,NaN + NaN*im
6.17534903793096 + 4.6715479026723726e-11im,NaN + NaN*im,6.965961105711518 + 0.14306707509818156im,NaN + NaN*im,NaN + NaN*im
6.143561884780891 + 1.0113069074740485e-15im,NaN + NaN*im,7.071404896774657 + 0.1555544387788019im,NaN + NaN*im,NaN + NaN*im
6.163688455708771 + 3.320459005730896e-17im,NaN + NaN*im,7.049327053506376 + 0.22000848300063708im,NaN + NaN*im,NaN + NaN*im
6.143772092415825 + 1.3840585459026558e-15im,NaN + NaN*im,6.996418993645591 + 0.09166638479666903im,NaN + NaN*im,NaN + NaN*im
6.17140642510139 + 2.0549238916593143e-10im,NaN + NaN*im,6.9849606324017 + 0.1548342181748845im,NaN + NaN*im,NaN + NaN*im
6.142855067275824 + 3.635989081117652e-16im,NaN + NaN*im,7.190716413273029 + 0.4103237673021641im,NaN + NaN*im,NaN + NaN*im
6.157928667852114 - 1.481971615571176e-17im,NaN + NaN*im,7.106001872369422 + 0.31332920869016995im,NaN + NaN*im,NaN + NaN*im
6.163592125996254 + 1.7678603313156814e-18im,NaN + NaN*im,6.954995028458006 + 0.11393070343288247im,NaN + NaN*im,NaN + NaN*im
6.175206453794573 + 3.393487285692807e-11im,NaN + NaN*im,7.057207074997953 + 0.33922940816303865im,NaN + NaN*im,NaN + NaN*im
6.171427216032443 + 2.0696249346875998e-10im,NaN + NaN*im,6.979918154745288 + 0.14955887074584162im,NaN + NaN*im,NaN + NaN*im
6.162660158674596 + 4.40201910130136e-17im,NaN + NaN*im,6.9189376625551455 + 0.09412660330583165im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.175146928566502 + 5.2444779330955714e-11im,NaN + NaN*im,6.957090963494151 + 0.13780494445735947im,NaN + NaN*im,NaN + NaN*im
6.148271907469663 + 5.471933970364471e-16im,NaN + NaN*im,6.985064553390012 + 0.10344727271700889im,NaN + NaN*im,NaN + NaN*im
6.150952936603999 + 2.433984941224919e-16im,NaN + NaN*im,7.021700516702016 + 0.14003161952545817im,NaN + NaN*im,NaN + NaN*im
6.141651442525615 + 1.8656556286629474e-15im,NaN + NaN*im,6.9991160730591995 + 0.09818740749443514im,NaN + NaN*im,NaN + NaN*im
6.147946453993117 + 8.190257830010022e-16im,NaN + NaN*im,6.931176996541091 + 0.07696473767549286im,NaN + NaN*im,NaN + NaN*im
6.174182621674781 + 7.359005124287234e-11im,NaN + NaN*im,6.989293270759986 + 0.16744406321163252im,NaN + NaN*im,NaN + NaN*im
6.1618737939162465 - 5.4862517140334064e-17im,NaN + NaN*im,7.0403624743918645 + 0.19796505750168378im,NaN + NaN*im,NaN + NaN*im
6.173468051217717 + 7.66753603303505e-11im,NaN + NaN*im,7.059897246849678 + 0.29580824452151777im,NaN + NaN*im,NaN + NaN*im
6.14906691770952 + 3.929194796678424e-16im,NaN + NaN*im,7.029968264251099 + 0.142578088650804im,NaN + NaN*im,NaN + NaN*im
6.1502579892543565 + 3.811567430554893e-16im,NaN + NaN*im,6.968631723840238 + 0.09777832831754302im,NaN + NaN*im,NaN + NaN*im
6.1572547813756415 + 2.360491316919399e-17im,NaN + NaN*im,6.938262274894078 + 0.09422585208963169im,NaN + NaN*im,NaN + NaN*im
6.167533614837437 + 4.52282553983847e-10im,NaN + NaN*im,7.074299952738092 + 0.29265908533687923im,NaN + NaN*im,NaN + NaN*im
6.168035165219851 + 5.0193411593560866e-18im,NaN + NaN*im,6.950493538124085 + 0.11924528792364157im,NaN + NaN*im,NaN + NaN*im
6.149412307287435 + 3.468788317662675e-16im,NaN + NaN*im,7.018657034526781 + 0.13259519893813795im,NaN + NaN*im,NaN + NaN*im
6.1577017690629905 + 1.4531301850761976e-17im,NaN + NaN*im,7.150243570432228 + 0.46693801537921203im,NaN + NaN*im,NaN + NaN*im
6.134485483956104 + 3.672879404143606e-15im,NaN + NaN*im,7.0788842864333335 + 0.1472903745252382im,NaN + NaN*im,NaN + NaN*im
6.151575690896608 + 1.6686424901099772e-16im,NaN + NaN*im,7.03906185243919 + 0.16023038291262937im,NaN + NaN*im,NaN + NaN*im
6.132505201183198 + 6.1090333188137575e-15im,NaN + NaN*im,7.03143648481958 + 0.09803413569370552im,NaN + NaN*im,NaN + NaN*im
6.165544247563888 - 2.605076216342141e-17im,NaN + NaN*im,7.076158552675102 + 0.28368589522484344im,NaN + NaN*im,NaN + NaN*im
6.146226310426612 + 2.1843671440831592e-16im,NaN + NaN*im,7.170425389590507 + 0.3856937355338415im,NaN + NaN*im,NaN + NaN*im
6.155542331736218 + 9.194909331610975e-17im,NaN + NaN*im,6.936632583278971 + 0.09081295513503881im,NaN + NaN*im,NaN + NaN*im
6.13991854974938 + 2.599108564826269e-15im,NaN + NaN*im,6.986911976192698 + 0.08637181360596144im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.1662334459496 + 4.123961883442323e-18im,NaN + NaN*im,6.92399140253775 + 0.1010486900358959im,NaN + NaN*im,NaN + NaN*im
6.170736306127542 + 2.3037049083088495e-10im,NaN + NaN*im,7.01822850763121 + 0.19788325664904272im,NaN + NaN*im,NaN + NaN*im
6.167710126804243 + 1.7943860386665445e-17im,NaN + NaN*im,6.9341097738155835 + 0.10838874682603082im,NaN + NaN*im,NaN + NaN*im
6.157581176466951 + 1.509928252323937e-17im,NaN + NaN*im,7.10912680686413 + 0.320847610300633im,NaN + NaN*im,NaN + NaN*im
6.178744547143904 + 5.12995595076705e-12im,NaN + NaN*im,7.025957024283798 + 0.25056475406597345im,NaN + NaN*im,NaN + NaN*im
6.167717780632171 + 4.809692738840101e-10im,NaN + NaN*im,7.044672142547371 + 0.2332174291849225im,NaN + NaN*im,NaN + NaN*im
6.1757068764838925 + 2.5637739860763365e-11im,NaN + NaN*im,7.061287377175881 + 0.3752655320978686im,NaN + NaN*im,NaN + NaN*im
6.1663525604015526 + 5.205769053515154e-10im,NaN + NaN*im,7.089046850083096 + 0.365982736832398im,NaN + NaN*im,NaN + NaN*im
6.148611127172886 + 1.1953079225825757e-16im,NaN + NaN*im,7.164097085125082 + 0.40517030692260037im,NaN + NaN*im,NaN + NaN*im
6.170452899934582 + 1.724873156072848e-10im,NaN + NaN*im,7.080825481175259 + 0.4102025158056159im,NaN + NaN*im,NaN + NaN*im
6.1465936585641785 + 6.372224974445222e-16im,NaN + NaN*im,7.049603636075617 + 0.13911506933580162im,NaN + NaN*im,NaN + NaN*im
6.158398411982934 + 9.138236458148946e-19im,NaN + NaN*im,7.086044979061353 + 0.26335956264429305im,NaN + NaN*im,NaN + NaN*im
6.180048674348247 + 1.8092167737812229e-12im,NaN + NaN*im,7.007097073345484 + 0.2101891439450106im,NaN + NaN*im,NaN + NaN*im
6.162464234823876 - 2.8378820845216433e-17im,NaN + NaN*im,7.026535701114989 + 0.17845665447567602im,NaN + NaN*im,NaN + NaN*im
6.156114302058225 + 8.181198084720198e-17im,NaN + NaN*im,6.951814498975641 + 0.09662005320788297im,NaN + NaN*im,NaN + NaN*im
6.174718870918816 + 4.5294371315294705e-11im,NaN + NaN*im,7.05251952379023 + 0.30536771363185244im,NaN + NaN*im,NaN + NaN*im
6.163201711378239 - 1.2809286350535821e-17im,NaN + NaN*im,7.0716320424511645 + 0.26528173081674034im,NaN + NaN*im,NaN + NaN*im
6.168681015693525 + 4.0734411612947645e-10im,NaN + NaN*im,7.022365694009535 + 0.19684671301641304im,NaN + NaN*im,NaN + NaN*im
6.160060094905128 - 1.4550916784627446e-17im,NaN + NaN*im,6.985114217213731 + 0.12689040021452827im,NaN + NaN*im,NaN + NaN*im
6.176476754073767 + 2.4578942816074528e-11im,NaN + NaN*im,6.9942757988080935 + 0.1797181271542823im,NaN + NaN*im,NaN + NaN*im
6.169767144938778 + 2.733737473563285e-10im,NaN + NaN*im,7.048296301581859 + 0.2537876851107972im,NaN + NaN*im,NaN + NaN*im
6.167475224349008 - 5.255761992928083e-18im,NaN + NaN*im,6.997742168220448 + 0.15941240586671043im,NaN + NaN*im,NaN + NaN*im
6.142468131427644 + 5.712383777361448e-16im,NaN + NaN*im,7.1710079121205155 + 0.32016475217798573im,NaN + NaN*im,NaN + NaN*im
6.172445147865838 + 1.5356055233674615e-10im,NaN + NaN*im,6.9642458459573495 + 0.13723434429530532im,NaN + NaN*im,NaN + NaN*im
6.155265711510736 + 5.448723067309274e-17im,NaN + NaN*im,7.01588002065594 + 0.13978811223777982im,NaN + NaN*im,NaN + NaN*im
6.17737364358892 + 1.3669751397560459e-11im,NaN + NaN*im,7.014831095768694 + 0.21822184011835813im,NaN + NaN*im,NaN + NaN*im
6.16928338072973 - 1.9819297107607296e-18im,NaN + NaN*im,6.95220723463063 + 0.1222335474679593im,NaN + NaN*im,NaN + NaN*im
6.149427925832035 + 2.61780665831823e-16im,NaN + NaN*im,7.09709852235207 + 0.21893729743854468im,NaN + NaN*im,NaN + NaN*im
6.175833799066139 + 3.812911827749187e-11im,NaN + NaN*im,6.955387052590734 + 0.13606246021655974im,NaN + NaN*im,NaN + NaN*im
6.16449742156923 - 4.901408075549962e-17im,NaN + NaN*im,6.9558782904544 + 0.11584198245304993im,NaN + NaN*im,NaN + NaN*im
6.154132151622592 + 1.3320744530986547e-17im,NaN + NaN*im,7.110076366040048 + 0.28541631097836967im,NaN + NaN*im,NaN + NaN*im
6.178166448073773 + 8.70020371534856e-12im,NaN + NaN*im,6.997723098323204 + 0.18993675749026878im,NaN + NaN*im,NaN + NaN*im
6.152825652601702 + 7.824911790713092e-17im,NaN + NaN*im,7.1445092794121345 + 0.4029642296045108im,NaN + NaN*im,NaN + NaN*im
6.179489980244571 + 2.9899920883352923e-12im,NaN + NaN*im,7.010709846232312 + 0.2173167449845889im,NaN + NaN*im,NaN + NaN*im
6.171801655181319 + 1.7610605046998346e-10im,NaN + NaN*im,6.995012455268644 + 0.16803912979638383im,NaN + NaN*im,NaN + NaN*im
6.1659462555411135 - 3.1714519309565123e-17im,NaN + NaN*im,6.935539269106581 + 0.1064830710804847im,NaN + NaN*im,NaN + NaN*im
6.174000650567318 + 5.977601343648027e-11im,NaN + NaN*im,7.057144400014061 + 0.3182614135647323im,NaN + NaN*im,NaN + NaN*im
6.1522922086269105 + 1.0818585630149886e-16im,NaN + NaN*im,7.108008457808495 + 0.26315623857962284im,NaN + NaN*im,NaN + NaN*im
6.155463454885853 + 1.072011846362188e-17im,NaN + NaN*im,7.057609304774138 + 0.1915484928449527im,NaN + NaN*im,NaN + NaN*im
6.163835454575374 + 3.0965617900305286e-17im,NaN + NaN*im,7.083556913144045 + 0.30553120569329667im,NaN + NaN*im,NaN + NaN*im
6.177257223138784 + 1.4091223739281494e-11im,NaN + NaN*im,7.025130021708066 + 0.23958405865897703im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.1534350188144495 + 1.1036379969329383e-16im,NaN + NaN*im,7.101653860661772 + 0.26366313121486995im,NaN + NaN*im,NaN + NaN*im
6.178218731704962 + 6.514197579453123e-12im,NaN + NaN*im,7.065401479587703 + 0.3369278653741553im,NaN + NaN*im,NaN + NaN*im
6.1509773642158 + 3.0385556834007985e-16im,NaN + NaN*im,7.006624825270918 + 0.12403098143065261im,NaN + NaN*im,NaN + NaN*im
6.169374022324501 - 2.6889023170472317e-17im,NaN + NaN*im,6.935057749979548 + 0.11106216331444312im,NaN + NaN*im,NaN + NaN*im
6.166157698483118 + 5.111242447767956e-10im,NaN + NaN*im,7.106845006341052 + 0.4084654159671547im,NaN + NaN*im,NaN + NaN*im
6.152856840370744 + 1.5607357617702813e-16im,NaN + NaN*im,7.038509626059026 + 0.16133413029155325im,NaN + NaN*im,NaN + NaN*im
6.15372690057484 + 3.6431871406336396e-17im,NaN + NaN*im,7.135301277809004 + 0.35715392753958214im,NaN + NaN*im,NaN + NaN*im
6.177007701772409 + 1.879681322637624e-11im,NaN + NaN*im,6.990244238143182 + 0.16525086949887066im,NaN + NaN*im,NaN + NaN*im
6.155956162775926 + 4.9514078555358576e-17im,NaN + NaN*im,7.0479735551377765 + 0.1849805024286364im,NaN + NaN*im,NaN + NaN*im
6.178614848889976 + 4.885238606890395e-12im,NaN + NaN*im,7.065828915188925 + 0.34152651402342504im,NaN + NaN*im,NaN + NaN*im
6.179487143593723 + 3.063870630855354e-12im,NaN + NaN*im,7.0186470907512035 + 0.2049947398475437im,NaN + NaN*im,NaN + NaN*im
6.1700190106243085 + 2.0921244694537864e-10im,NaN + NaN*im,7.090674338080386 + 0.3733341793289463im,NaN + NaN*im,NaN + NaN*im
6.142289307316725 + 8.118587808082937e-16im,NaN + NaN*im,7.125706517149004 + 0.2389683419652404im,NaN + NaN*im,NaN + NaN*im
6.144282025471537 + 1.4102792779655252e-15im,NaN + NaN*im,6.967571823907813 + 0.08297762009290313im,NaN + NaN*im,NaN + NaN*im
6.167978660914717 - 1.0513669175377246e-17im,NaN + NaN*im,6.982400001315007 + 0.144262093675118im,NaN + NaN*im,NaN + NaN*im
6.144212840750387 + 7.604198165715772e-16im,NaN + NaN*im,7.070593304492783 + 0.1665203602090833im,NaN + NaN*im,NaN + NaN*im
6.17087930913418 + 2.378668221195333e-10im,NaN + NaN*im,6.994873424684861 + 0.16258584391018546im,NaN + NaN*im,NaN + NaN*im
6.1665710519632855 - 4.625174294633237e-18im,NaN + NaN*im,6.966754828916993 + 0.12838963736966957im,NaN + NaN*im,NaN + NaN*im
6.141640534086992 + 5.318897549933831e-16im,NaN + NaN*im,7.194914671046544 + 0.4127183974567306im,NaN + NaN*im,NaN + NaN*im
6.135960471381085 + 2.776085845424182e-15im,NaN + NaN*im,7.099192791333435 + 0.165097606976248im,NaN + NaN*im,NaN + NaN*im
6.1573317775117085 + 3.7089624336332943e-17im,NaN + NaN*im,7.078712770255797 + 0.24148076965905502im,NaN + NaN*im,NaN + NaN*im
6.170335440575189 + 2.2760384461115727e-10im,NaN + NaN*im,7.057343137892749 + 0.26635046729574097im,NaN + NaN*im,NaN + NaN*im
6.140779052541892 + 9.335462819048414e-16im,NaN + NaN*im,7.148928223586835 + 0.27395563252151256im,NaN + NaN*im,NaN + NaN*im
6.1742903594656875 + 5.301716819929222e-11im,NaN + NaN*im,7.0680099262749545 + 0.3221183916563589im,NaN + NaN*im,NaN + NaN*im
6.157503693518504 + 2.1921950106457384e-17im,NaN + NaN*im,7.050677822370003 + 0.19493187259856845im,NaN + NaN*im,NaN + NaN*im
6.159004668641787 + 1.6036244478738903e-17im,NaN + NaN*im,7.0565913676052165 + 0.21042376878353689im,NaN + NaN*im,NaN + NaN*im
6.148945237074503 + 4.2004801432884794e-16im,NaN + NaN*im,6.99380557622271 + 0.10891310321508199im,NaN + NaN*im,NaN + NaN*im
6.140923495502435 + 2.085647852904447e-15im,NaN + NaN*im,7.007808550220306 + 0.0974013471583902im,NaN + NaN*im,NaN + NaN*im
6.165910503705627 - 8.218962002290056e-18im,NaN + NaN*im,6.99338838406276 + 0.15083416685428144im,NaN + NaN*im,NaN + NaN*im
6.146988444492878 + 4.499134464456914e-16im,NaN + NaN*im,7.075423287996645 + 0.18409465278624632im,NaN + NaN*im,NaN + NaN*im
6.165357460004114 - 1.3049907193668056e-17im,NaN + NaN*im,7.003957632929578 + 0.1608285004296851im,NaN + NaN*im,NaN + NaN*im
6.172530668707878 + 1.4374039694723482e-10im,NaN + NaN*im,6.979772061374154 + 0.1488530644158758im,NaN + NaN*im,NaN + NaN*im
6.168348008136051 + 4.596053142674366e-17im,NaN + NaN*im,6.93087795560762 + 0.10824550665205813im,NaN + NaN*im,NaN + NaN*im
6.175094025137886 + 4.663450401061959e-11im,NaN + NaN*im,7.014568591442245 + 0.19687159294283388im,NaN + NaN*im,NaN + NaN*im
6.144437839869287 + 6.402412881269508e-16im,NaN + NaN*im,7.09474226635993 + 0.19992216320195128im,NaN + NaN*im,NaN + NaN*im
6.164783844226078 - 4.9137188598499814e-17im,NaN + NaN*im,7.095946759562784 + 0.33997935652843586im,NaN + NaN*im,NaN + NaN*im
6.167374742576042 + 4.739630891924962e-10im,NaN + NaN*im,7.0716671985568755 + 0.28613331174492856im,NaN + NaN*im,NaN + NaN*im
6.149792986441997 + 1.3228444078643185e-16im,NaN + NaN*im,7.13787166931532 + 0.32413834093069865im,NaN + NaN*im,NaN + NaN*im
6.177153740742264 + 1.2169321083182508e-11im,NaN + NaN*im,7.072701345429416 + 0.367686790939839im,NaN + NaN*im,NaN + NaN*im
6.1548340201941665 + 8.233082078743913e-18im,NaN + NaN*im,7.158980912463956 + 0.4919880504966119im,NaN + NaN*im,NaN + NaN*im
6.155576229310644 + 2.944826549518853e-17im,NaN + NaN*im,7.102156118647218 + 0.2799798968216377im,NaN + NaN*im,NaN + NaN*im
6.1408587832335595 + 2.045037192429307e-15im,NaN + NaN*im,7.0121965834398905 + 0.10017794169348496im,NaN + NaN*im,NaN + NaN*im
6.166680277209279 - 1.1513849029576605e-17im,NaN + NaN*im,7.031446475161087 + 0.20123941180055213im,NaN + NaN*im,NaN + NaN*im
6.154900497755376 - 5.13111991600724e-17im,NaN + NaN*im,7.153465668660425 + 0.45115965204190517im,NaN + NaN*im,NaN + NaN*im
6.162092318801873 - 1.2087137823442327e-17im,NaN + NaN*im,6.956367161444793 + 0.11313394701549709im,NaN + NaN*im,NaN + NaN*im
6.166622767541328 + 4.4442759192646363e-10im,NaN + NaN*im,7.109456942128982 + 0.43423038602797526im,NaN + NaN*im,NaN + NaN*im
6.162234552362609 + 9.353609267444224e-18im,NaN + NaN*im,7.116439772659425 + 0.3917194436582966im,NaN + NaN*im,NaN + NaN*im
6.165972061693634 - 3.2756964370753185e-18im,NaN + NaN*im,6.981704441459158 + 0.13981871503084703im,NaN + NaN*im,NaN + NaN*im
6.163204690511616 - 6.511808528507945e-17im,NaN + NaN*im,7.120724012987684 + 0.43331044023593346im,NaN + NaN*im,NaN + NaN*im
6.160321510391346 + 6.549173300412973e-17im,NaN + NaN*im,6.91704029491016 + 0.09090534896061434im,NaN + NaN*im,NaN + NaN*im
6.164764611593323 - 5.7185063697322186e-21im,NaN + NaN*im,7.098274191968108 + 0.3484288070434389im,NaN + NaN*im,NaN + NaN*im
6.150744211121527 + 2.0193788406125776e-16im,NaN + NaN*im,7.096506580964657 + 0.23634596721153212im,NaN + NaN*im,NaN + NaN*im
6.1698727025908235 + 2.0070228130792078e-10im,NaN + NaN*im,7.098750470348527 + 0.4268989949537202im,NaN + NaN*im,NaN + NaN*im
6.153980130601722 + 1.6160512483907234e-16im,NaN + NaN*im,6.949334879898003 + 0.09426662129404303im,NaN + NaN*im,NaN + NaN*im
